#,,,,,,,,,,,,
# Results on Wed, 19 Apr 2023 19:27:14 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (X11, Ubuntu, Linux x86_64, rv:109.0) Gecko/20100101 Firefox/112.0,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,317,0,Ad,51,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Erzieherin suchte einen Therapeuten auf. Dieser war ihr von einer Freundin empfohlen worden%2C nachdem sie über Symptome geklagt hatte. Die Symptome waren denen einer Depression ziemlich ähnlich und die Erzieherin hatte beschlossen%2C dass sie professionelle Hilfe von dem Therapeuten brauche. So war die Erzieherin sehr erleichtert gewesen%2C als sie endlich einen Termin bei dem Therapeuten bekommen hatte%2C da sich die Symptome in letzter Zeit noch verschlimmert hatten. In der Praxis erfragte der Therapeut die Erzieherin und daraufhin verschrieb er ein Medikament. </div>",3,NULL,224
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,22,0,C,2,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein engagierter Lehrer sah eine alte Weltkarte in der Vitrine eines Antiquitätengeschäfts. Ein solch authentisches Artefakt schien dem Lehrer sehr geeignet für sein Klassenzimmer zu sein und er sprach die Verkäuferin an. Aufgeregt fragte der Lehrer die sympathische Verkäuferin%2C wie viel die Weltkarte kosten sollte. Obwohl er für eine zusätzliche Weltkarte selbst bezahlen musste%2C sagte der Lehrer der Verkäuferin%2C dass er dies gerne tun würde. Die Verkäuferin sagte daraufhin%2C wie beschämend es sei%2C dass die Schule nicht einmal für eine Weltkarte bezahlen würde. Dann füllte der Lehrer die Weltkarte und danach verließ er das Geschäft. </div>",3,NULL,345
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,108,0,Bd,16,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Reporterin wollte einen Bericht über eine Farm schreiben. Dafür hatte sie sich ein paar Fragen überlegt%2C die sie dem Bauern stellen wollte. Am Hof angekommen begrüßte ein Mitarbeiter die Reporterin freundlich und brachte sie zum Bauern. Auf dem Weg erzählte der Mitarbeiter%2C dass er schon seit zwanzig Jahren auf der Farm arbeite. Beim Farmhaus angekommen%2C stellte der Mitarbeiter die Reporterin dem Bauern vor und wünschte ihnen ein erfolgreiches Interview. Daraufhin suchte die Reporterin den Bauer und anschließend machte sie ein paar Fotos vom Bauernhof. </div>",5,NULL,515
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,44,0,A,6,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle. Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle%2C da diese kalt war. Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück. Nichtsahnend nahm der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür. </div>",6,NULL,570
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,432,0,P,70,"<div style=""width: 40em", text-align: left," font-size: 20px""> An einem Sommertag strichen ein Maler und sein Lehrling Wände in einem Rohbau. Da es sehr warm war%2C zog der Maler seinen Mantel aus und legte ihn zur Seite. Antworten Sie bei dieser Frage mit Nummer eins. Voller Stolz erzählte der Maler%2C dass der Mantel neu sei und er ihn von seiner Frau geschenkt bekommen habe. Als der Lehrling sich umdrehte%2C stieß er aus Versehen gegen den Farbeimer und die Farbe ergoss sich über den Lehrling und den Mantel des Malers. Daraufhin bürstete der Maler den Mantel. </div>",4,NULL,1109
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,51,0,B,7,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte%2C diese Fleischwurst zu essen%2C wäre ein reines Vergnügen. Er verglich es sogar damit%2C  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin%2C dass ein Tier für diese Fleischwurst getötet worden war. Dann bestellte der Metzger die Fleischwurst und sofort begann er zu essen. </div>",3,NULL,112
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,331,0,Cd,53,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eines Abends wurde ein Architekt von dem Bürgermeister angerufen. Dieser sagte%2C dass die Stadt eine neue Turnhalle zu bauen beabsichtigte. Er beauftragte den Architekten%2C einen Plan der Turnhalle zu erstellen und diesen in einer Rede vor dem Gemeinderat näher auszuführen. In der Rede solle er auf die besonderen Merkmale seines Entwurfes eingehen. Der Architekt versicherte%2C dass er sofort mit der Konzeption der Turnhalle beginnen werde und bedankte sich für die Tipps bezüglich der Rede. Daraufhin rief der Architekt die Turnhalle und dann goss er sich ein Glas Wein ein. </div>",2,NULL,636
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,353,0,Ad,57,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Verbrecher war auf dem Weg zu einem Haus%2C wo ein Ermittler wohnte. Dieser untersuchte einen Fall%2C in den der Verbrecher verstrickt war. Deswegen wollte dieser den Ermittler aus dem Weg räumen. Am Haus angekommen verschaffte sich der Verbrecher Zutritt. Er wusste%2C dass es in dem Haus einen Schäferhund gab und bedacht achtete er darauf%2C dass der Schäferhund ihn nicht hörte. Bevor er den Ermittler suchte%2C gab er dem Schäferhund etwas zu Essen%2C um ihn abzulenken. Dann streichelte der Verbrecher den Ermittler und danach machte er sich auf die Suche nach dem Ermittler. </div>",1,NULL,120
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,274,0,C,44,"<div style=""width: 40em", text-align: left," font-size: 20px""> Der Geschäftsführer und der Coach saßen nebeneinander und schauten einem bedeutenden Fußballspiel zu. Leider war die Mannschaft%2C die der Coach trainierte%2C deutlich unterlegen. Der Torwart hatte bisher fast keinen Ball gehalten. Der Geschäftsführer saß bekümmert auf der Bank und selbst die gute Leistung der anderen Spieler konnte die Ungeschicktheit des Torwarts nicht wieder gut machen. Auch der Coach wirkte verzweifelt%2C als der Torwart aus Versehen den Ball einem gegnerischen Spieler zuspielte%2C worauf dieser ein Tor schoss. Am Ende verlor die Mannschaft das Spiel. Entrüstet sagte der Geschäftsführer dem traurigen Coach%2C dass er mit dem Torwart reden wolle. Letztendlich reparierte der Geschäftsführer den Torwart und dann fuhr er immer noch wütend nach Hause. </div>",3,NULL,17298
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,180,0,Bd,28,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine junge Bergsteigerin hatte eine neue Spitzhacke geschenkt bekommen und war nun erpicht darauf%2C diese sogleich an einer sehr steilen Bergwand auszuprobieren. Ihre Mutter hatte ihr die Spitzhacke erst am Tag zuvor gekauft%2C nachdem der Verkäufer der Mutter versichert hatte%2C dass es ein sehr gutes Modell sei. Am Morgen hatte die Mutter ihr viel Erfolg gewünscht und danach war die Bergsteigerin voller Tatendrang aufgebrochen%2C den Berg zu erklimmen. Doch leider brach die Spitzhacke durch%2C nachdem die Bergsteigerin schon eine Weile geklettert war und sie musste von der Bergwacht gerettet werden. Im Krankenhaus verließ die Mutter die Spitzhacke und hinterher betrachtete sie die kaputte Spitzhacke. </div>",4,NULL,423
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,296,0,A,48,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Dirigent hatte ein neues Stück geschrieben und wollte es heute Abend zum ersten Mal dem Publikum zeigen. Lange hatte er mit dem Orchester geprobt und war gespannt auf die Reaktion des Publikums. Machte das Orchester heute Abend keinen Fehler%2C könnte das Stück die Karriere des Dirigenten voranbringen. Als der Abend gekommen war%2C betrat der Dirigent zusammen mit dem Orchester die Bühne%2C um dem Publikum das Stück zu präsentieren. An diesem Abend spielte das Orchester das Stück und das Publikum applaudierte. </div>",6,NULL,566
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,425,0,P,69,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Künstler besuchte einen Kollegen in seinem Atelier. Dort sah der Künstler einen sehr alten und schmutzigen Pinsel auf einem Tisch liegen. Der Künstler fragte seinen Kollegen%2C warum dieser den Pinsel nicht schon längst weggeworfen habe. Antworten Sie bei dieser Frage mit Nummer sieben. Der Kollege erklärte%2C dass er als Kind mit diesem Pinsel malen gelernt habe und ihn der Erinnerung wegen nicht wegwerfen könne. Daraufhin aß der Künstler den Kollegen. </div>",7,NULL,471
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,267,0,B,43,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Oma und ein Kleinkind standen vor einem Hasenstall und streichelten das Kaninchen. Die Oma gab dem Kleinkind Löwenzahn%2C damit dieses das Kaninchen füttern konnte und dann ging sie noch mehr Löwenzahn holen. Doch plötzlich biss das Kaninchen das Kleinkind und dieses fing fürchterlich an zu weinen. Daraufhin entdeckte die Oma das Kaninchen und nebenbei tröstete sie das Kleinkind. </div>",6,NULL,177
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,259,0,Cd,41,"<div style=""width: 40em", text-align: left," font-size: 20px""> Seit Monaten hatte sich der Athlet mit der Trainerin darauf vorbereitet%2C bei dem wichtigsten Wettkampf des Jahres den Pokal zu holen. Die Trainerin trieb ihn hart an%2C da sie sicher war%2C dass er gute Chancen hatte. Und tatsächlich hatte sich die harte Arbeit gelohnt%2C denn der Athlet gewann den Pokal und überglücklich bedankte er sich bei der Trainerin. Stolz hielt der Athlet den Pokal in den Händen. Im Hotel verspeiste die Trainerin den Athlet und anschließend stellte sie ihn auf den Tisch. </div>",4,NULL,563
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,440,0,P,72,"<div style=""width: 40em", text-align: left," font-size: 20px""> Da das Baby Schnupfen hatte%2C wollte die Mutter mit dem Baby zum Arzt gehen. Davor wollte sie sich allerdings noch ihre Haare waschen%2C da diese sehr fettig waren. Nach dem Haarewaschen merkte die Mutter%2C dass sie kein Handtuch parat hatte und ging ein neues Handtuch holen. Antworten Sie bei dieser Frage mit Nummer sieben. Da das Handtuch weiß war%2C erinnerte sich die Mutter daran%2C dass sie dem Baby noch eine frische Windel anziehen musste%2C bevor sie sich auf den Weg zum Arzt machte. Daraufhin speicherte die Mutter das Baby.</div>",1,NULL,1114
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,209,0,Ad,33,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einem Museum konnte eine Besucherin einen bestimmten Raum nicht finden. Verzweifelt versuchte sie%2C sich an der Wegbeschreibung auf ihrer Eintrittskarte zu orientieren%2C aber ohne Erfolg. Dann entdeckte die Besucherin eine Aufsichtsperson am anderen Ende des Raumes und fragte sie nach Hilfe. Die Aufsichtsperson erzählte%2C dass einige Leute Probleme mit der Wegbeschreibung auf der Eintrittskarte hätten. Die Aufsichtsperson nahm die Eintrittskarte der Besucherin und versprach%2C ihr den Weg zu zeigen. Daraufhin begleitete die Aufsichtsperson die Eintrittskarte und währenddessen erklärte sie ihr den Weg. </div>",2,NULL,500
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,166,0,C,26,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Rentner wollte auf einem Trödelmarkt sein altes Zelt verkaufen%2C mit dem er schon viele schöne Urlaube verbracht hatte. Deshalb wollte er nun einen neuen Besitzer finden%2C der genauso viel Freude daran haben würde%2C wie er selbst sie gehabt hatte. Plötzlich tauchte ein kleines Kind neben ihm auf und starrte begeistert auf das Zelt. Das Kind stellte dem Rentner viele Fragen und erzählte ihm auch von seinen eigenen Campingausflügen mit der Familie. Schließlich fragte das Kind nach dem Preis für das Zelt. Lachend aß der Rentner das Zelt und dann schenkte er es dem Kind. </div>",2,NULL,186
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,144,0,Bd,22,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als Piraten von riesigen Goldschätzen auf einer kleinen Insel mitten im Meer gehört hatten%2C machten sie sich sofort auf den Weg%2C um sie zu suchen. Zu ihrer Überraschung entdeckten sie Einheimische auf der Insel%2C die die Goldschätze bewachten. Die Piraten versteckten sich vor den Einheimischen%2C um in Ruhe ihren Überfall vorbereiten zu können. Die Piraten warteten ab%2C bis die Einheimischen schliefen%2C um unbemerkt an die Goldschätze zu kommen. Dann begleiteten die Piraten die Goldschätze und danach segelten sie Richtung Heimat. </div>",3,NULL,290
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,260,0,A,42,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Autor ging mit dem Hund spazieren%2C um an der frischen Luft neue Ideen für sein derzeitiges Buch zu bekommen. Der Autor hatte einen Ball dabei%2C da der Hund sehr verspielt war. Im Park angekommen%2C warf der Autor den Ball einige Meter weit. Sofort rannte der Hund dem Ball nach und brachte ihn brav zurück. Daraufhin nahm der Autor den Ball und wieder warf er ihn einige Meter weit. </div>",5,NULL,566
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,418,0,P,68,"<div style=""width: 40em", text-align: left," font-size: 20px""> An einem verschneiten Wintertag wollten Kinder einen Schneemann bauen. Als sie fertig waren%2C bemerkten sie%2C dass sie die Karotte vergessen hatten. Daraufhin liefen die Kinder wieder nach Hause%2C um die Mutter nach einer Karotte zu fragen. Antworten Sie bei dieser Frage mit Nummer eins. Die Mutter sagte den Kindern%2C dass sie schnell in die Küche gehen und nach einer Karotte sehen würde. Fröhlich fotografierte die Mutter die Kinder. </div>",6,NULL,554
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,231,0,B,37,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Schuhverkäufer hatte gerade einem Kunden ein Paar Schuhe verkauft%2C als er beobachtete%2C wie draußen vor seinem Laden ein Dieb dem Kunden seine Geldbörse entwendete. Auch sah der Schuhverkäufer%2C dass dieser nichts davon mitbekommen hatte und der Dieb sich geschickt aus dem Staub machte. Der Schuhverkäufer blickte dem Kunden hinterher und rannte schnell nach draußen%2C um den Dieb aufzuhalten. Dann schickte der Schuhverkäufer den Kunden und sofort erzählte er ihm von dem beobachteten Diebstahl. </div>",7,NULL,857
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,367,0,Cd,59,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Junge ging mit seinem Kumpel zum See%2C da er schwimmen wollte. Der Kumpel hatte seine Angel dabei und erzählte dem Jungen%2C dass er heute einen Flussbarsch angeln wollte%2C von denen es viele im See gab. Er hatte einen besonderen Köder dabei%2C mit dem er den Flussbarsch anlocken wollte. Der Junge wünschte dem Kumpel viel Glück mit dem Flussbarsch und machte einen Salto ins Wasser. Daraufhin trocknete der Kumpel den Jungen und danach ging er selbst ins Wasser. </div>",5,NULL,243
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,245,0,Ad,39,"<div style=""width: 40em", text-align: left," font-size: 20px""> Nach einer Abendveranstaltung machte sich eine Tänzerin auf den Weg nach Hause. Sie beeilte sich%2C um schnell bei ihrer Tochter und der Babysitterin zu sein. Da die Babysitterin das erste Mal auf die Tochter aufgepasst hatte%2C wollte die Tänzerin schnell nach Hause%2C um nach dem Rechten zu schauen. Zuhause angekommen fand die Tänzerin eine glückliche Tochter und eine entspannte Babysitterin vor und war sehr erleichtert. Dann vergütete die Tänzerin die Tochter und anschließend schickte sie diese nach Hause. </div>",4,NULL,172
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,310,0,C,50,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Protestantin wollte nach Israel fliegen%2C um sich Jerusalem anzuschauen. Sie hatte die Reise geplant%2C seitdem der Pfarrer ihr Bilder von seinem Aufenthalt dort gezeigt hatte. Nun war die Reise fertig organisiert und der Abflug rückte immer näher. Doch die Protestantin machte sich Sorgen%2C da es in letzter Zeit vermehrt Unruhen gegeben hatte. So ging sie zu dem Pfarrer%2C um ihn um Rat zu fragen. Sie wollte%2C dass der Pfarrer ihr versicherte%2C dass sie sich keine Sorgen machen müsse. Dadurch würde sich die Protestantin bezüglich der Reise sicherer fühlen. Daraufhin las der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug. </div>",3,NULL,563
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,216,0,Bd,34,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Händler war auf dem Weg in den fernen Orient%2C um dort kostbare Gewürze einzukaufen. Dort angekommen begab er sich zum Marktplatz. Der Händler konnte schon von weitem die Rufe hören%2C mit denen die Sklaven zum Kauf angepriesen wurden. Der Händler fragte jemanden nach dem Stand mit den Gewürzen. Auf dem Weg zu den Gewürzen kam auch er an den Sklaven vorbei%2C welche seine fremdländischen Gewänder interessiert musterten. Dann verabschiedete der Händler die Gewürze und anschließend ging er weiter zu den Gewürzen. </div>",2,NULL,919
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,224,0,A,36,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Hundeliebhaberin hatte ihren Nachbarn engagiert%2C um auf den Welpen aufzupassen%2C da sie über das Wochenende geschäftlich unterwegs war. Da die Hundeliebhaberin wusste%2C dass der Nachbar sich gut mit Tieren auskannte und den Welpen auch sehr gerne hatte%2C hatte sie keine Bedenken. Trotzdem war sie froh%2C als sie wieder zu Hause war. Als die Hundeliebhaberin die Haustüre aufschloss%2C rannte ihr der Welpe entgegen und der Nachbar begrüßte sie freundlich. Daraufhin entlohnte die Hundeliebhaberin den Nachbarn und außerdem bedankte sie sich für seine Zeit. </div>",4,NULL,267
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,404,0,P,66,"<div style=""width: 40em", text-align: left," font-size: 20px""> Während der Dreharbeiten eines Actionfilms kam es zu einigen Problemen. Der Lautsprecher%2C den der Regisseur zuvor sorgfältig platziert hatte%2C stand im Weg und kam dem Filmstar deutlich in die Quere. Antworten Sie bei dieser Frage mit Nummer sieben. So hatte der Filmstar bei einer Kampfszene den Lautsprecher auch beinahe umgestoßen und der Regisseur musste die Szene stoppen. Lautstark beklagte sich der Filmstar bei dem Regisseur über den Platz des Lautsprechers. Daraufhin komponierte der Regisseur den Filmstar. </div>",4,NULL,123
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,303,0,B,49,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Doktorand hatte nach Jahren endlich seine Arbeit beendet und musste sie nun seiner Betreuerin und anderen Prüfern vorstellen. Obwohl der Doktorand eng mit der Betreuerin zusammengearbeitet hatte und wusste%2C dass die Arbeit sehr gut war%2C war er trotzdem sehr nervös. Vor der Prüfung ging der Doktorand noch einmal die wichtigsten Stichpunkte bezüglich der Arbeit durch%2C dann folgte er den anderen Prüfern ins Büro der Betreuerin. Dort wechselte der Doktorand die Betreuerin und dann hielt er seinen Vortrag. </div>",5,NULL,668
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,187,0,Cd,29,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Förster und eine Praktikantin gingen in den Wald%2C um Wild zu sehen. Der Förster schlug vor%2C auf einen Hochsitz zu klettern%2C da sie dort einen besseren Überblick haben würden. Nach einer Weile entdeckte die Praktikantin einen Hirsch. Der Hirsch war groß und hatte ein mächtiges Geweih. Doch er war sehr weit entfernt%2C weshalb die Praktikantin enttäuscht sagte%2C dass sie kaum etwas erkennen könne. Daraufhin holte der Förster ein Fernglas aus seiner Tasche und gab es ihr%2C damit sie den Hirsch sehen konnte. Dann sammelte die Praktikantin den Hirsch und anschließend bedankte sie sich für das Fernglas. </div>",1,NULL,1924
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,281,0,Ad,45,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als ein Referendar den Weihnachtsmarkt seines Gymnasiums betrat%2C wurde er direkt von ein paar Schülern begrüßt. Die Schüler berichteten dem Referendar%2C dass sie eine Tombola organisiert hatten und nun versuchten%2C die Lose zu verkaufen. Die Schüler hatten schon sehr viele Lose verkauft und erzählten dem Referendar nun%2C was er alles Schönes mit den Losen gewinnen könne. Amüsiert kaufte der Referendar die Schüler und tatsächlich gewann er einen Preis. </div>",3,NULL,532
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,130,0,C,20,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Mopedfahrer war versehentlich gegen die Stoßstange eines Autos gefahren. Der Autofahrer verlangte nun%2C dass der Mopedfahrer für den Schaden aufkomme%2C doch dieser weigerte sich und sagte%2C dass die Stange ja überhaupt nicht beschädigt sei. Daraufhin rief der Autofahrer einen Polizisten zur Hilfe. Der Polizist eilte sofort herbei und begutachtete das Fahrzeug. Dann sagte der Polizist zum Mopedfahrer%2C dass dieser für die Reparaturkosten des Autofahrers aufkommen müsse. Daraufhin sortierte der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall. </div>",4,NULL,580
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,36,0,Bd,4,"<div style=""width: 40em", text-align: left," font-size: 20px""> Während er einen Tisch baute%2C brach ein Schreiner seinen schönen Hammer in zwei Teile. Der Schreiner hatte den Hammer immer gemocht. Deswegen schien es ihm eine Schande%2C ihn einfach wegzuwerfen. Es erschien dem Schreiner eine viel bessere Idee%2C den Hammer von seinem Lehrling reparieren zu lassen. Dann bemalte der Lehrling den Schreiner und sofort machte er sich an die Arbeit. </div>",5,NULL,748
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,332,0,A,54,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Gitarrist wurde von einer Agentin engagiert%2C um zusammen mit einer Sängerin auf einer Party aufzutreten. Auf dem Weg zur Probe erzählte die Agentin dem Gitarristen%2C dass sie lange nach einem guten Musiker gesucht habe und glaube%2C dass seine Art zu spielen ausgezeichnet mit der Stimme der Sängerin harmonieren würde. Dann holte der Gitarrist sein Instrument und die Agentin sagte%2C dass die Sängerin schon bereit sei und sie direkt mit der Probe beginnen könnten. Dann verabschiedete der Gitarrist die Agentin und dann ging er schnell zur Bühne. </div>",5,NULL,888
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,375,0,P,61,"<div style=""width: 40em", text-align: left," font-size: 20px""> Am Abend kam ein Journalist in ein italienisches Restaurant%2C wo er von der Bedienung freundlich begrüßt wurde. Umständlich erklärte der Mann%2C dass er schnell etwas essen wollte und forderte%2C sofort die Speisekarte zu sehen. Antworten Sie bei dieser Frage mit Nummer eins. Die Bedienung wies dem Journalisten einen Tisch zu und mit der Speisekarte in der Hand ging er dorthin. Am Tisch las der Journalist die Speisekarte. </div>",4,NULL,804
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,15,0,B,1,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Tourist wollte seinen riesigen Koffer mit in das Flugzeug nehmen. Der Koffer war allerdings so schwer%2C dass die Dame am Check-in entschied%2C dem Touristen eine extra Gebühr zu berechnen. Daraufhin öffnete der Tourist seinen Koffer und warf einige Sachen hinaus. Somit wog der Koffer des einfallsreichen Touristen weniger als das Maximum von 30 Kilogramm. Dann begrüßte die Dame den Touristen und danach ging er zum Gate. </div>",4,NULL,132
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,79,0,Cd,11,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber%2C dass der Flyer zusätzliche Informationen enthalte%2C auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung kochte der Urlauber den Guide und dann machte er sich auf den Weg zu seinem Hotel. </div>",4,NULL,132
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,173,0,Ad,27,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als ein Lehrer seine Unterlagen holen wollte%2C bemerkte er%2C dass er seine Tasche nicht bei sich hatte. Erschrocken überlegte er%2C wo er die Tasche hatte stehen lassen. Ihm fiel ein%2C dass er sich eine Limonade hatte kaufen wollen%2C aber nicht genügend Kleingeld gehabt hatte. Deswegen war der Lehrer nochmal zurück ins Lehrerzimmer gegangen%2C um mehr Geld zu holen. Dort war er von einem Kollegen in ein wichtiges Gespräch verwickelt worden%2C sodass er die Limonade total vergessen hatte. In aller Aufregung über die Limonade hatte er bestimmt auch die Tasche in der Kantine stehen lassen. Zurück in der Kantine kaufte der Lehrer die Tasche und dann suchte er seine Tasche. </div>",3,NULL,1132
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,346,0,C,56,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Studentin war mit einer Kommilitonin in einer Kneipe. Da sie danach noch in einem Club feiern gehen wollten%2C beschlossen sie%2C sich auf der Toilette frisch zu machen. Dann fragte die Kommilitonin die Studentin%2C ob sie ihre Wimperntusche ausleihen dürfe%2C da sie ihre eigene vergessen hatte. Sofort gab die Studentin ihr die Wimperntusche. Die Kommilitonin fragte eine Bedienung nach der Toilette und machte sich mit der Wimperntusche in der Hand auf den Weg zur Toilette. Dann las die Kommilitonin die Toilette und anschließend schminkte sie sich. </div>",7,NULL,433
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,324,0,Bd,52,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Designerin hatte den Auftrag bekommen%2C ein Buch grafisch zu gestalten. In dem Buch ging es um Geschichten über Eisbären. Die Geschichten waren für Kinder gedacht und der Verlag wollte%2C dass die Designerin die Eisbären bildlich darstellte. Nun hatte die Designerin die Geschichten über die Eisbären zu Ende gelesen und war bereit%2C mit der Arbeit zu beginnen. Dann beobachtete die Designerin die Geschichten und bis spät in die Nacht arbeitete sie an der Geschichte. </div>",5,NULL,146
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,188,0,A,30,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Angeklagter wurde zum Gerichtssaal gebracht%2C wo der Richter und der Staatsanwalt schon auf ihn warteten. Der Mann wurde eines Raubüberfalls beschuldigt und heute war der erste Anhörungstag. Nachdem der Richter die Sitzung eröffnet hatte%2C trug der Staatsanwalt alle Punkte vor%2C die dem Angeklagten vorgeworfen wurden. Danach dankte der Richter dem Staatsanwalt und begann mit der Anhörung des Angeklagten. Am Ende konsultierte der Richter den Staatsanwalt und danach ließ er den ersten Zeugen herein. </div>",4,NULL,580
1681932691,04ef8d53227e963c692678c91c16a5cf2,Question,439,0,P,71,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eines Winterabends betrat eine Ehefrau mit einer Platzwunde am Kopf und einer verbogenen Brille ihre Wohnung. Erschrocken fragte der Ehemann sie%2C was denn passiert sei. Antworten Sie bei dieser Frage mit Nummer sieben. Die Ehefrau legte die Brille beiseite und erzählte dem Ehemann%2C dass sie auf der vereisten Straße ausgerutscht sei. Dabei war auch die Brille der Ehefrau kaputtgegangen. Daraufhin tätschelte der Ehemann die Ehefrau. </div>",2,NULL,554
